Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Campaign type
,,,,,,business certificates templates,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,1.26,1.26,0,0.00,0.00,Search
,,,,,,what is the best employee gift,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,2.33,2.33,0,0.00,0.00,Search
,,,,,,amazon employee free prime,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.44,1.44,0,0.00,0.00,Search
,,,,,,where do i find a place to put our company name on a watch for a 25th work anniversary,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,1.89,1.89,0,0.00,0.00,Search
,,,,,,go to https loop pointrecognition com emr,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.18,2.18,0,0.00,0.00,Search
,,,,,,volunteer of the year award items,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,2.72,2.72,0,0.00,0.00,Search
,,,,,,bulletin board birthday ideas for workplace,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Birthday,1,1,1.00,USD,0.88,0.88,0,0.00,0.00,Search
,,,,,,recognition award wording,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.61,0.61,0,0.00,0.00,Search
,,,,,,restaurant employee milestone gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,4.35,4.35,0,0.00,0.00,Search
,,,,,,how to sign up employee rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,5.53,5.53,0,0.00,0.00,Search
,,,,,,gifts for em ployees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,1.25,1.25,0,0.00,0.00,Search
,,,,,,recognition for good work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.47,1.47,0,0.00,0.00,Search
,,,,,,talent acqusiation team awards 2020,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,2.42,2.42,0,0.00,0.00,Search
,,,,,,thoughtful work milestone gift ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,0.74,0.74,0,0.00,0.00,Search
,,,,,,performance bonus examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,1,1.00,USD,3.12,3.12,0,0.00,0.00,Search
,,,,,,employer of choice minnesota,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,4.85,4.85,0,0.00,0.00,Search
,,,,,,business tenure awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,1,1,1.00,USD,2.11,2.11,0,0.00,0.00,Search
,,,,,,nominate employee of the year,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.16,1.16,0,0.00,0.00,Search
,,,,,,unique enployee gifts,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,0.85,0.85,0,0.00,0.00,Search
,,,,,,funny gifts for your editor employee,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,1.82,1.82,0,0.00,0.00,Search
,,,,,,work recognition pins,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,1.00,USD,8.02,8.02,0,0.00,0.00,Search
,,,,,,best employee recognition program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,1.00,USD,5.53,5.53,0,0.00,0.00,Search
,,,,,,perfect gift for young employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,1.01,1.01,0,0.00,0.00,Search
,,,,,,recognition program names,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,1.00,USD,4.20,4.20,0,0.00,0.00,Search
,,,,,,blizzard work anniversary gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,1.00,USD,0.66,0.66,0,0.00,0.00,Search
,,,,,,alternatives to company holiday gift raffle,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,2.19,2.19,0,0.00,0.00,Search
,,,,,,company recognition program website,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,1,1,1.00,USD,9.40,9.40,0,0.00,0.00,Search
,,,,,,employee perks platform offerings,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,1.00,USD,5.82,5.82,0,0.00,0.00,Search
,,,,,,employees retirement system of san francisco,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,1,1,1.00,USD,0.43,0.43,0,0.00,0.00,Search
,,,,,,suggestions for 100 anniversary for a company,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,1,1,1.00,USD,1.07,1.07,0,0.00,0.00,Search
,,,,,,company bonus gift program,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,1,1,1.00,USD,2.53,2.53,0,0.00,0.00,Search
,,,,,,employee perks popular in europe,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,1.00,USD,2.73,2.73,0,0.00,0.00,Search
,,,,,,storyteller employee award,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,1,1.00,USD,4.71,4.71,0,0.00,0.00,Search
,,,,,,bonus programs that give gift cards,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,1,1,1.00,USD,5.26,5.26,0,0.00,0.00,Search
,,,,,,best bonus plans for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,1,1,1.00,USD,1.93,1.93,0,0.00,0.00,Search
,,,,,,cool gifts to give to female employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,0.80,0.80,0,0.00,0.00,Search
,,,,,,best gift to show that you care employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,0.57,0.57,0,0.00,0.00,Search
,,,,,,employee perks nyc,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,1,1,1.00,USD,7.33,7.33,0,0.00,0.00,Search
,,,,,,best chrostmas gifts for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,1,1,1.00,USD,1.06,1.06,0,0.00,0.00,Search
,,,,,,other awards to give besides employee of the year,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,1,1.00,USD,1.48,1.48,0,0.00,0.00,Search
,,,,,,double counting sales incentives,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,0.61,0.61,0,0.00,0.00,Search
,,,,,,https hoodindustriesrewards staples p2motivate com admin signin,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.93,0.93,0,0.00,0.00,Search
,,,,,,ehat to offer employees instead of raises,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,0.71,0.71,0,0.00,0.00,Search
,,,,,,easy recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.70,2.70,0,0.00,0.00,Search
,,,,,,crothalgem workstride com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,10 years of service free certificate,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,3.18,3.18,0,0.00,0.00,Search
,,,,,,signet online rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.87,1.87,0,0.00,0.00,Search
,,,,,,dollar shave club referrals,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.90,2.90,0,0.00,0.00,Search
,,,,,,comianies that offer digital gifting,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,2.48,2.48,0,0.00,0.00,Search
,,,,,,creative employyee coupons,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.43,3.43,0,0.00,0.00,Search
,,,,,,gift fro team from general manager,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.39,1.39,0,0.00,0.00,Search
,,,,,,concierge referal cards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.84,2.84,0,0.00,0.00,Search
,,,,,,https www talkable com x enfk jl,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.65,2.65,0,0.00,0.00,Search
,,,,,,uscca referral a friend program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,0.83,0.83,0,0.00,0.00,Search
,,,,,,what is compensation benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,1.55,1.55,0,0.00,0.00,Search
,,,,,,uline referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.38,1.38,0,0.00,0.00,Search
,,,,,,recognition companies in rhode island,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,4.07,4.07,0,0.00,0.00,Search
,,,,,,work pearks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.03,2.03,0,0.00,0.00,Search
,,,,,,what is a xmas assistant bonus program montano kia,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,1,1.00,USD,0.56,0.56,0,0.00,0.00,Search
,,,,,,employee bonus program,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Bonus,1,1,1.00,USD,16.25,16.25,0,0.00,0.00,Search
,,,,,,high quality corporate swag for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.45,1.45,0,0.00,0.00,Search
,,,,,,writing a recognition award,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.03,1.03,0,0.00,0.00,Search
,,,,,,inspire recognition program merck,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,5.68,5.68,0,0.00,0.00,Search
,,,,,,custom gift for office,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.70,0.70,0,0.00,0.00,Search
,,,,,,referal code life points,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.24,2.24,0,0.00,0.00,Search
,,,,,,why is it important for a company to have a recognition program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.54,1.54,0,0.00,0.00,Search
,,,,,,att referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.99,2.99,0,0.00,0.00,Search
,,,,,,gifts for your boss,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.25,1.25,0,0.00,0.00,Search
,,,,,,referral company simlar to opcity,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,2.20,2.20,0,0.00,0.00,Search
,,,,,,zestful employee competitors,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,3.50,3.50,0,0.00,0.00,Search
,,,,,,rise recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.25,1.25,0,0.00,0.00,Search
,,,,,,gift experience ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.49,1.49,0,0.00,0.00,Search
,,,,,,informal bonus letters to employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,1.58,1.58,0,0.00,0.00,Search
,,,,,,letter of recogization,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.98,1.98,0,0.00,0.00,Search
,,,,,,hays perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.93,1.93,0,0.00,0.00,Search
,,,,,,small prizes for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.71,1.71,0,0.00,0.00,Search
,,,,,,top gifts for coworkers 2019,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.37,1.37,0,0.00,0.00,Search
,,,,,,professional gifts for managera,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.21,1.21,0,0.00,0.00,Search
,,,,,,north star employee,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.26,1.26,0,0.00,0.00,Search
,,,,,,catchy names for sales incentive trips,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,1.04,1.04,0,0.00,0.00,Search
,,,,,,loop pointrecognition com hdg,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.35,2.35,0,0.00,0.00,Search
,,,,,,best commercial distribution sales incentives 2019,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,1.90,1.90,0,0.00,0.00,Search
,,,,,,can gym membership be an employee benefit,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.63,2.63,0,0.00,0.00,Search
,,,,,,loyalty incentives program websites,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,2.65,2.65,0,0.00,0.00,Search
,,,,,,yum brands 401k phone number,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,1,1.00,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,awardsselect com new balance6,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.45,1.45,0,0.00,0.00,Search
,,,,,,direct sales referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,4.27,4.27,0,0.00,0.00,Search
,,,,,,above and beyond recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,0.71,0.71,0,0.00,0.00,Search
,,,,,,kaiser permanente perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,0.97,0.97,0,0.00,0.00,Search
,,,,,,can you buy boots for your employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.93,0.93,0,0.00,0.00,Search
,,,,,,emplyee appreciation gifts,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Appreciation,1,1,1.00,USD,1.38,1.38,0,0.00,0.00,Search
,,,,,,incenrive scheme,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,1.50,1.50,0,0.00,0.00,Search
,,,,,,how to show employee appreciation daily,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,pintrest xmas gifts for offices,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.60,1.60,0,0.00,0.00,Search
,,,,,,field employees reviews,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,4.92,4.92,0,0.00,0.00,Search
,,,,,,sample of award for support,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.63,1.63,0,0.00,0.00,Search
,,,,,,best benifits pacage for parents mn employers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.51,2.51,0,0.00,0.00,Search
,,,,,,work perks organization,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.71,2.71,0,0.00,0.00,Search
,,,,,,peer to peer recognition software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,2.40,2.40,0,0.00,0.00,Search
,,,,,,white glove service award,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,1,1,1.00,USD,0.60,0.60,0,0.00,0.00,Search
,,,,,,wew awardselect com americanairlines2,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.50,1.50,0,0.00,0.00,Search
,,,,,,retail sales incentives ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,3.03,3.03,0,0.00,0.00,Search
,,,,,,swaperks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,1.51,1.51,0,0.00,0.00,Search
,,,,,,extra incentive programs for billable hours,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.17,2.17,0,0.00,0.00,Search
,,,,,,timken benefits app,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.08,2.08,0,0.00,0.00,Search
,,,,,,how to build a points reward program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,3.77,3.77,0,0.00,0.00,Search
,,,,,,crafts for employees,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.19,1.19,0,0.00,0.00,Search
,,,,,,sales team incentive,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,1.38,1.38,0,0.00,0.00,Search
,,,,,,sharp hospital referal program,Phrase match (close variant),None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,1.81,1.81,0,0.00,0.00,Search
,,,,,,acme market mtm recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.98,1.98,0,0.00,0.00,Search
,,,,,,corpoate perks,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Perks,1,1,1.00,USD,1.99,1.99,0,0.00,0.00,Search
,,,,,,leasing incentives for staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,0.63,0.63,0,0.00,0.00,Search
,,,,,,employee commision plans,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.62,2.62,0,0.00,0.00,Search
,,,,,,bonus policy template,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Bonus,1,1,1.00,USD,1.56,1.56,0,0.00,0.00,Search
,,,,,,example of sales incentive objective,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,1.37,1.37,0,0.00,0.00,Search
,,,,,,referral systems for business,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,1,1.00,USD,4.78,4.78,0,0.00,0.00,Search
,,,,,,incentizizing sales non monetary,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,1,1.00,USD,3.84,3.84,0,0.00,0.00,Search
,,,,,,personal award ideas for work,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.29,1.29,0,0.00,0.00,Search
,,,,,,points based incentive program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.06,2.06,0,0.00,0.00,Search
,,,,,,christmas gifts for employees 2019,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,1,1,1.00,USD,1.35,1.35,0,0.00,0.00,Search
,,,,,,small gifts for work team,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,1.00,1.00,0,0.00,0.00,Search
,,,,,,caesars total return com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.15,2.15,0,0.00,0.00,Search
,,,,,,financial benefits for employees personal financnce companies,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,3.81,3.81,0,0.00,0.00,Search
,,,,,,google does directv have an employee appreciation page,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.59,1.59,0,0.00,0.00,Search
,,,,,,giving gifts mission statemnt,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,1,1,1.00,USD,0.93,0.93,0,0.00,0.00,Search
,,,,,,tembosocial,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,3.69,3.69,0,0.00,0.00,Search
,,,,,,recognize a colleague app thermo fisher,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.08,1.08,0,0.00,0.00,Search
,,,,,,contests for kitchen staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,1,1,1.00,USD,2.27,2.27,0,0.00,0.00,Search
,,,,,,youearnedit com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,1,1,1.00,USD,2.15,2.15,0,0.00,0.00,Search
,,,,,,best gifts for my employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,1,1,1.00,USD,2.53,2.53,0,0.00,0.00,Search
,,,,,,reward and recognition motivation assessment form,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,1.23,1.23,0,0.00,0.00,Search
,,,,,,www abmbenefits benefitfocus com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,1,1,1.00,USD,2.25,2.25,0,0.00,0.00,Search
